Company_Brand,Sector,Stage,HeadQuarter,BIO,Year,Amount
WickedGud,Undisclosed,Seed,Mumbai,A mission to make every day eating guilt-free and change the way the world consumes comfort foods.,2021,340000.0
Enercomp,Undisclosed,,Ahmedabad,Enercomp Solutions Pvt Ltd provide drone based economically viable solutions for different sectors to improve efficiency and accuracy.,2021,200000.0
BetterPlace,Undisclosed,Series C,Bangalore,"BetterPlace is India’s largest technology platform delivering digital solutions for blue-collar workforce management, throughout the entire value chain.",2021,24000000.0
Medpho,Health Care,,Noida,Medpho is a healthcare service provider in India that connects doctors and patients at the click of a call.,2021,24000000.0
LivQuik Technology,Financial Services,,Mumbai,LivQuik’s vision is to enable the efficient movement of money.,2021,4000000.0
EventBeep,Technology,,Pune,An inclusive community where students are inspired and empowered to reach their full potential,2021,0.0
GTM Buddy,Technology,Seed,Hyderabad,Just-in-time Sales Enablement Platform,2021,2000000.0
Gobbly,Retail,Pre-Series,Gurugram,A 24x7 automated retail store filled with daily essentials.,2021,900000.0
HexaHealth,Health Care,Seed,Mumbai,H2D is the most trusted online platform that connects the finest experts with people aspiring to achieve their Health Goals in a holistic way,2021,4500000.0
Eupheus Learning,E-learning,Series C,New Delhi,Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes,2021,10000000.0
Easiloan,Technology,,Mumbai,"A Fintech startup, offering fast & easy digital processing of Home Loans in a completely reimagined and delightful way.",2021,10000000.0
Anar,Undisclosed,Seed,Mumbai,Anar Business Community App is a platform where businesses can create their free profile and grow their business network all over India.,2021,6200000.0
Shadez,Consumer Services,Pre-Series,Mumbai,"Smart painting process, latest automatic tools and professional painters make the process faster than any other conventional process of painting .",2021,200000.0
Vahan,Undisclosed,Series A,Bangalore,"Help companies such as Zomato, Swiggy, Flipkart, Uber, Shadowfax etc. hire blue-collar workers and are on track to become India's largest recruitment platform.",2021,8000000.0
MPL,sports,Series E and Beyond,Bangalore,"Mobile Premier League (MPL), is India’s largest eSports and mobile gaming platform, with over 50+ games on its app on iOS and Android, and over 60 million users in India.",2021,0.0
Tinkerly,Technology,,Jaipur,"A STEM learning online-offline solutions provider that makes STEM learning & Coding fun and interesting with superior pedagogy, blended learning, and play-based curriculum.",2021,800000.0
Godamwale,Logistics & Supply Chain,,Mumbai,Godamwale is tech enabled integrated logistics company providing end to end supply chain solutions.,2021,800000.0
Artium Academy,Music,Seed,Mumbai,Artium Academy is an Online Music Education platform that makes learning fun and accessible to people of all ages.,2021,750000.0
Awon GameZ,Gaming,Seed,Noida,"An online platform on which developers can host their games and gamers can come together as a community to enjoy experiences, compete, challenge and win!",2021,2000000.0
Ayu Health,Health Care,Series A,Bangalore,Ayu Health is a network of high quality hospitals focused on providing high quality healthcare for all.,2021,6300000.0
Apna,Recruitment,Series C,Bangalore,India's largest professional networking & job opportunities platform for the rising workforce.,2021,100000000.0
BharatAgri,Technology,Series A,Bangalore,Provide personalized farm solution to the farmers. Only app to provide actionable insights based on weather changes.,2021,6500000.0
Flatheads,Apparel & Fashion,Pre-Series,Bangalore,Flatheads are an enthusiastic team of young professionals building a retail brand in the casual footwear space.,2021,6500000.0
Boutique Spirit Brands,Wine & Spirits,,New Delhi,Boutique Spirit Brands is a leading Brand creation & manufacturing company of Branded alcoholic beverages in India.,2021,10000000.0
eShipz,Internet Services,,Bangalore,Digital Shipping Platform for Creating best Pre & Post Shipping Experiences to Brands and Enterprise Customers. and help grow their business by 5X with automation & cloud technology.,2021,700000.0
Pine Labs,Undisclosed,,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,2021,100000000.0
Paytail,Financial Services,Seed,New Delhi,Paytail is revolutionizing the offline commerce by enabling instant paperless EMI's to consumers,2021,1500000.0
4Fin,Financial Services,Seed,Pune,4Fin is a Fintech Platform catering to needs of Smart Bharat.,2021,1100000.0
Atomberg Technologies,Consumer Electronics,,Mumbai,A maker of energy-efficient smart fans,2021,1100000.0
Genext Students,Technology,,Mumbai,"LIVE online classes with expert tutors for K-12 for CBSE, ICSE and State Boards.",2021,1100000.0
immunitoAI,Biotechnology,Seed,Bangalore,Perform Antibody Discovery using Artificial Intelligence.,2021,1100000.0
GameEon Studios,Undisclosed,,Mumbai,"GameEon is based in the sleepless city of Mumbai, India and deals mainly in game development.",2021,320000.0
Farmers Fresh Zone,Technology,Pre-Series,Kochi,D2C Health and Wellness Brand for Fresh and Safe Fruits and Vegetables from farmers through traceable Supply Chain,2021,800000.0
Anveshan,Food Production,Seed,Bangalore,Revolutionizing the food industry through technology by providing high-quality traceable food products,2021,500000.0
OckyPocky,Technology,Seed,Gurugram,OckyPocky is India's 1st interactive English learning app for preschool kids.,2021,500000.0
Coutloot,Consumer Services,Pre-Series,Mumbai,"Empowering local markets to sell online socially, our mission is to bring 25M sellers online by 2023",2021,8000000.0
Nova Benefits,Health Care,Series A,Bangalore,Nova Benefits is the one stop tech platform for providing the best health and wellness benefits to employees.,2021,10000000.0
HomeLane,Interior Design,Series E and Beyond,Bangalore,"Tech-empowered teams have delivered over 20,000 homes across 16 cities over the last 7 years.",2021,50000000.0
Lido Learning,E-learning,,Mumbai,LIDO is an  ed-tech company revolutionizing formal classroom education through a unique and immersive online classroom for every child in India.,2021,10000000.0
Jar,Technology,Pre-Series,Bangalore,A daily gold-savings app that saves spare change & auto-invests.,2021,4500000.0
Peppermint,Industrial Automation,,Pune,Intelligent Housekeeping Robots for public and working spaces,2021,600000.0
moneyHOP,Financial Services,Seed,Outside_India,moneyHOP is India’s first cross-border neo bank.,2021,600000.0
Codingal,Technology,Seed,Bangalore,Codingal is on a mission to inspire school kids to fall in love with coding. Backed by Y Combinator!,2021,600000.0
Skit,Artificial intelligence,Series B,Bangalore,Enabling enterprises to automate their contact centre operations using Voice AI.,2021,23000000.0
Peak,"Manchester, Greater Manchester",Series C,Undisclosed,Peak helps the world's smartest companies put the power of AI at the center of all commercial decision making with Decision Intelligence,2021,75000000.0
REVOS,Automotive,Series A,Bangalore,REVOS is a smart mobility platform that empowers all 2 and 3 wheeler vehicles through AI-integrated IoT  solutions,2021,4000000.0
Dezerv.,Investment Management,Seed,Mumbai,"Integrated Portfolios designed by experts with decades of investing, Unique access to pre-IPO and startup investing",2021,7000000.0
AppsForBharat,Product studio,Series A,Bangalore,"A mission to assist a billion Indians in their spiritual journey, through a range of products & services",2021,10000000.0
Habbit,Technology,Seed,Bangalore,Habbit is online learning community for anyone looking to get mentored in a skill or hobby of their choice.,2021,320000.0
Bikayi,E-commerce,Series A,Hyderabad,Empowering SMBs in India,2021,10000000.0
Sugar.fit,Health Care,,Bangalore,"Innovative technology, compassionate diabetes experts and personalised plans, which will help lead a normal life once more.",2021,10000000.0
Dukaan,Retail,Series A,Bangalore,"Help forward thinking entrepreneurs by providing them the platform to start, grow, and manage their business online.",2021,11000000.0
Vidyakul,Technology,Bridge,Gurugram,Vidyakul is a group of academic experts.,2021,500000.0
Goodmylk,Undisclosed,Seed,Bangalore,Make plant-based food affordable and accessible in India.,2021,500000.0
Fieldproxy,Internet Services,Seed,Chennai,Fieldproxy is a no-code platform that helps field servicing companies digitize their processes to better manage their on-ground technicians,2021,200000.0
NeuroPixel.AI,Deeptech,Seed,Bangalore,NeuroPixel.AI Labs is a deep tech start-up that works in application of advanced AI/ML and statistical learning theory in Computer Vision and Image Processing area for online retail storefronts.,2021,800000.0
Elixia Tech Solutions,Undisclosed,Pre-Series,Mumbai,End to End Logistics Automation Expert,2021,800000.0
bitsCrunch,Blockchain,Seed,Chennai,A consulting firm focused mainly on Data Analytics and DevOps.,2021,700000.0
Prolgae,Biotechnology,Seed,The Nilgiris,Prolgae Spirulina Supplies Pvt. Ltd. is a Nordic-India joint operating company.,2021,200000.0
Biddano,Health Care,Pre-Series,Pune,India's first tech-enabled healthcare logistics platform.,2021,2000000.0
Geniemode,B2B,,Gurugram,"Transforming global sourcing for retailers & suppliers in furniture, hard goods & fashion industry using technology.",2021,2000000.0
Sapio Analytics,Technology,,Mumbai,Sapio helps government create policies driven by the power of data and AI.,2021,2000000.0
Neokred,Technology,Seed,Bangalore,Democratizing Open Banking,2021,500000.0
Delhivery,Logistics & Supply Chain,Series E and Beyond,Gurugram,Delhivery is a leading logistics and supply chain services company in India.,2021,76000000.0
Flipspaces,Design,Pre-Series,Mumbai,"Flipspaces is a global tech-enabled venture towards discovery, design and delivery of commercial and residential spaces",2021,2000000.0
Fleek,Internet Services,Seed,Bangalore,Fleek helps track & manage subscriptions in one place.,2021,2000000.0
GoKwik,Undisclosed,Pre-Series,New Delhi,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,2021,5000000.0
Proeon,Food Production,Seed,Pune,"Innovating plant protein ingredients with superior nutrition, sensory and functional profiles from farm to formulation.",2021,2000000.0
InfyU Labs,Technology,Seed,Gandhinagar,InfyU Labs is a team of dedicated professionals from various fields of engineering with a common goal of making chemical-free fruits and vegetables accessible to everyone.,2021,200000.0
TechEagle,Aviation & Aerospace,Seed,Gurugram,"Safe, secure & reliable On-Demand Drone delivery network for medical, parcel & essential items",2021,500000.0
Voxelgrids,Deeptech,,Bangalore,"Voxelgrids is an Magnetic Resonance Imaging technology startup that is based out of Bengaluru, Karnataka, India.",2021,5000000.0
Cogos Technologies,Logistics & Supply Chain,Pre-Series,Bangalore,A smart-tech-enabled platform offering a one-stop destination for all the intra-city link-supply chain.,2021,2000000.0
